update,prey_seen,prey_consumed,predator_vision,predator_vision_height,predator_vision_width,attack_efficiency,predator_fitness
0,0,0,0,0,0,0,0
1,9,0,120,6,25,0,0
2,16,0,120,6,25,0,0
3,33,0,120,6,25,0,0
4,44,0,120,6,25,0,0
5,54,0,120,6,25,0,0
6,76,0,120,6,25,0,0
7,95,0,120,6,25,0,0
8,101,0,120,6,25,0,0
9,107,0,120,6,25,0,0
10,114,0,120,6,25,0,0
11,121,0,120,6,25,0,0
12,126,0,120,6,25,0,0
13,132,0,120,6,25,0,0
14,145,0,120,6,25,0,0
15,153,0,120,6,25,0,0
16,167,0,120,6,25,0,0
17,174,0,120,6,25,0,0
18,194,0,120,6,25,0,0
19,201,0,120,6,25,0,0
20,208,0,120,6,25,0,0
21,214,1,120,6,25,0,0
22,226,1,120,6,25,0,0
23,234,1,120,6,25,0,0
24,240,1,120,6,25,0,0
25,255,1,120,6,25,0,0
26,261,1,120,6,25,0,0
27,272,1,120,6,25,0,0
28,276,1,120,6,25,0,0
29,283,1,120,6,25,0,0
30,291,1,120,6,25,0,0
31,299,1,120,6,25,0,0
32,314,1,120,6,25,0,0
33,338,1,120,6,25,0,0
34,351,1,120,6,25,0,0
35,359,1,120,6,25,0,0
36,367,1,120,6,25,0,0
37,375,1,120,6,25,0,0
38,386,1,120,6,25,0,0
39,416,1,120,6,25,0,0
40,433,1,120,6,25,0,0
41,448,1,120,6,25,0,0
42,459,1,120,6,25,0,0
43,467,1,120,6,25,0,0
44,475,1,120,6,25,0,0
45,486,1,120,6,25,0,0
46,497,1,120,6,25,0,0
47,527,1,120,6,25,0,0
48,549,1,120,6,25,0,0
49,577,1,120,6,25,0,0
50,586,1,120,6,25,0,0
51,594,1,120,6,25,0,0
52,612,1,120,6,25,0,0
53,619,1,120,6,25,0,0
54,626,1,120,6,25,0,0
55,634,1,120,6,25,0,0
56,642,1,120,6,25,0,0
57,649,1,120,6,25,0,0
58,668,1,120,6,25,0,0
59,688,1,120,6,25,0,0
60,697,1,120,6,25,0,0
61,720,1,120,6,25,0,0
62,726,1,120,6,25,0,0
63,732,1,120,6,25,0,0
64,740,1,120,6,25,0,0
65,766,1,120,6,25,0,0
66,774,1,120,6,25,0,0
67,778,1,120,6,25,0,0
68,793,1,120,6,25,0,0
69,799,1,120,6,25,0,0
70,806,1,120,6,25,0,0
71,811,2,120,6,25,0,0
72,821,2,120,6,25,0,0
73,831,2,120,6,25,0,0
74,838,2,120,6,25,0,0
75,847,2,120,6,25,0,0
76,860,2,120,6,25,0,0
77,867,2,120,6,25,0,0
78,880,2,120,6,25,0,0
79,894,2,120,6,25,0,0
80,901,2,120,6,25,0,0
81,926,2,120,6,25,0,0
82,933,2,120,6,25,0,0
83,941,2,120,6,25,0,0
84,974,2,120,6,25,0,0
85,1002,2,120,6,25,0,0
86,1013,2,120,6,25,0,0
87,1022,2,120,6,25,0,0
88,1028,2,120,6,25,0,0
89,1064,2,120,6,25,0,0
90,1072,2,120,6,25,0,0
91,1080,3,120,6,25,0,0
92,1087,3,120,6,25,0,0
93,1093,3,120,6,25,0,0
94,1100,3,120,6,25,0,0
95,1107,3,120,6,25,0,0
96,1119,3,120,6,25,0,0
97,1125,3,120,6,25,0,0
98,1141,3,120,6,25,0,0
99,1147,3,120,6,25,0,0
100,1161,3,120,6,25,0,0
101,1181,3,120,6,25,0,0
102,1193,3,120,6,25,0,0
103,1204,3,120,6,25,0,0
104,1223,3,120,6,25,0,0
105,1230,3,120,6,25,0,0
106,1242,3,120,6,25,0,0
107,1251,3,120,6,25,0,0
108,1259,3,120,6,25,0,0
109,1265,3,120,6,25,0,0
110,1272,3,120,6,25,0,0
111,1300,3,120,6,25,0,0
112,1314,3,120,6,25,0,0
113,1338,3,120,6,25,0,0
114,1346,3,120,6,25,0,0
115,1354,3,120,6,25,0,0
116,1361,3,120,6,25,0,0
117,1375,3,120,6,25,0,0
118,1383,3,120,6,25,0,0
119,1391,3,120,6,25,0,0
120,1398,3,120,6,25,0,0
121,1404,3,120,6,25,0,0
122,1416,3,120,6,25,0,0
123,1423,3,120,6,25,0,0
124,1429,3,120,6,25,0,0
125,1435,3,120,6,25,0,0
126,1443,3,120,6,25,0,0
127,1453,3,120,6,25,0,0
128,1462,3,120,6,25,0,0
129,1472,3,120,6,25,0,0
130,1478,3,120,6,25,0,0
131,1484,3,120,6,25,0,0
132,1491,3,120,6,25,0,0
133,1494,3,120,6,25,0,0
134,1512,3,120,6,25,0,0
135,1527,3,120,6,25,0,0
136,1538,3,120,6,25,0,0
137,1549,3,120,6,25,0,0
138,1565,3,120,6,25,0,0
139,1572,3,120,6,25,0,0
140,1581,3,120,6,25,0,0
141,1590,3,120,6,25,0,0
142,1611,3,120,6,25,0,0
143,1630,3,120,6,25,0,0
144,1645,3,120,6,25,0,0
145,1652,3,120,6,25,0,0
146,1664,3,120,6,25,0,0
147,1670,3,120,6,25,0,0
148,1676,3,120,6,25,0,0
149,1681,3,120,6,25,0,0
150,1694,3,120,6,25,0,570
151,1700,3,120,6,25,0,570
152,1708,3,120,6,25,0,570
153,1722,3,120,6,25,0,570
154,1755,3,120,6,25,0,570
