update,prey_seen,prey_consumed,predator_vision,predator_vision_height,predator_vision_width,attack_efficiency,predator_fitness
0,0,0,0,0,0,0,0
1,2,1,85,5,21,0,0
2,7,1,85,5,21,0,0
3,18,1,85,5,21,0,0
4,27,1,85,5,21,0,0
5,46,1,85,5,21,0,0
6,50,1,85,5,21,0,0
7,57,1,85,5,21,0,0
8,61,1,85,5,21,0,0
9,74,1,85,5,21,0,0
10,88,1,85,5,21,0,0
11,91,2,85,5,21,0,0
12,97,2,85,5,21,0,0
13,104,2,85,5,21,0,0
14,108,2,85,5,21,0,0
15,112,2,85,5,21,0,0
16,115,2,85,5,21,0,0
17,119,2,85,5,21,0,0
18,136,2,85,5,21,0,0
19,139,2,85,5,21,0,0
20,148,2,85,5,21,0,0
21,159,2,85,5,21,0,0
22,173,2,85,5,21,0,0
23,179,2,85,5,21,0,0
24,184,2,85,5,21,0,0
25,195,2,85,5,21,0,0
26,198,2,85,5,21,0,0
27,201,2,85,5,21,0,0
28,205,2,85,5,21,0,0
29,210,2,85,5,21,0,0
30,216,2,85,5,21,0,0
31,226,3,85,5,21,0,0
32,230,3,85,5,21,0,0
33,233,3,85,5,21,0,0
34,240,3,85,5,21,0,0
35,245,3,85,5,21,0,0
36,250,3,85,5,21,0,0
37,260,3,85,5,21,0,0
38,263,3,85,5,21,0,0
39,276,3,85,5,21,0,0
40,285,3,85,5,21,0,0
41,302,3,85,5,21,0,0
42,306,3,85,5,21,0,0
43,315,3,85,5,21,0,0
44,322,3,85,5,21,0,0
45,327,3,85,5,21,0,0
46,330,3,85,5,21,0,0
47,334,3,85,5,21,0,0
48,342,3,85,5,21,0,0
49,356,3,85,5,21,0,0
50,360,3,85,5,21,0,0
51,365,3,85,5,21,0,0
52,371,3,85,5,21,0,0
53,375,3,85,5,21,0,0
54,379,3,85,5,21,0,0
55,394,3,85,5,21,0,0
56,404,3,85,5,21,0,0
57,423,3,85,5,21,0,0
58,471,3,85,5,21,0,0
59,481,3,85,5,21,0,0
60,491,3,85,5,21,0,0
61,501,3,85,5,21,0,0
62,514,3,85,5,21,0,0
63,521,3,85,5,21,0,0
64,537,3,85,5,21,0,0
65,544,3,85,5,21,0,0
66,551,3,85,5,21,0,0
67,557,3,85,5,21,0,0
68,570,3,85,5,21,0,0
69,575,3,85,5,21,0,0
70,580,3,85,5,21,0,0
71,587,3,85,5,21,0,0
72,593,3,85,5,21,0,0
73,598,3,85,5,21,0,0
74,604,3,85,5,21,0,0
75,612,3,85,5,21,0,0
76,617,3,85,5,21,0,0
77,621,3,85,5,21,0,0
78,631,3,85,5,21,0,0
79,638,3,85,5,21,0,0
80,653,3,85,5,21,0,0
81,659,4,85,5,21,0,0
82,663,4,85,5,21,0,0
83,668,4,85,5,21,0,0
84,672,4,85,5,21,0,0
85,674,4,85,5,21,0,0
86,682,4,85,5,21,0,0
87,689,4,85,5,21,0,0
88,703,4,85,5,21,0,0
89,709,4,85,5,21,0,0
90,713,4,85,5,21,0,0
91,723,4,85,5,21,0,0
92,727,4,85,5,21,0,0
93,731,4,85,5,21,0,0
94,740,4,85,5,21,0,0
95,756,4,85,5,21,0,0
96,758,4,85,5,21,0,0
97,762,4,85,5,21,0,0
98,775,4,85,5,21,0,0
99,780,4,85,5,21,0,0
100,788,4,85,5,21,0,0
101,793,4,85,5,21,0,0
102,801,4,85,5,21,0,0
103,806,4,85,5,21,0,0
104,812,4,85,5,21,0,0
105,816,4,85,5,21,0,0
106,818,4,85,5,21,0,0
107,822,4,85,5,21,0,0
108,832,4,85,5,21,0,0
109,840,4,85,5,21,0,0
110,844,4,85,5,21,0,0
111,848,4,85,5,21,0,0
112,852,4,85,5,21,0,0
113,865,4,85,5,21,0,0
114,882,4,85,5,21,0,0
115,892,4,85,5,21,0,0
116,908,4,85,5,21,0,0
117,928,4,85,5,21,0,0
118,951,4,85,5,21,0,0
119,965,4,85,5,21,0,0
120,984,4,85,5,21,0,0
121,990,4,85,5,21,0,0
122,996,4,85,5,21,0,0
123,1001,4,85,5,21,0,0
124,1010,4,85,5,21,0,0
125,1019,4,85,5,21,0,0
126,1029,4,85,5,21,0,0
127,1047,4,85,5,21,0,0
128,1077,4,85,5,21,0,0
129,1099,4,85,5,21,0,0
130,1105,4,85,5,21,0,0
131,1116,4,85,5,21,0,0
132,1119,4,85,5,21,0,0
133,1123,4,85,5,21,0,0
134,1128,4,85,5,21,0,0
135,1131,4,85,5,21,0,0
136,1133,4,85,5,21,0,0
137,1136,4,85,5,21,0,0
138,1147,4,85,5,21,0,0
139,1155,4,85,5,21,0,0
140,1160,4,85,5,21,0,0
141,1166,5,85,5,21,0,0
142,1168,5,85,5,21,0,0
143,1174,5,85,5,21,0,0
144,1178,5,85,5,21,0,0
145,1188,5,85,5,21,0,0
146,1193,5,85,5,21,0,0
147,1211,5,85,5,21,0,0
148,1216,5,85,5,21,0,0
149,1222,5,85,5,21,0,0
150,1242,5,85,5,21,0,1240
151,1248,5,85,5,21,0,1240
152,1253,5,85,5,21,0,1240
153,1257,5,85,5,21,0,1240
154,1260,5,85,5,21,0,1240
