update,prey_seen,prey_consumed,predator_vision,predator_vision_height,predator_vision_width,attack_efficiency,predator_fitness
0,0,0,0,0,0,0,0
1,0,0,3,1,3,0,0
2,1,0,3,1,3,0,0
3,1,0,3,1,3,0,0
4,1,0,3,1,3,0,0
5,1,0,3,1,3,0,0
6,2,0,3,1,3,0,0
7,2,0,3,1,3,0,0
8,3,0,3,1,3,0,0
9,3,0,3,1,3,0,0
10,3,0,3,1,3,0,0
11,3,0,3,1,3,0,0
12,3,0,3,1,3,0,0
13,3,0,3,1,3,0,0
14,3,0,3,1,3,0,0
15,3,0,3,1,3,0,0
16,3,0,3,1,3,0,0
17,4,0,3,1,3,0,0
18,5,0,3,1,3,0,0
19,6,0,3,1,3,0,0
20,7,0,3,1,3,0,0
21,7,0,3,1,3,0,0
22,7,0,3,1,3,0,0
23,7,0,3,1,3,0,0
24,7,0,3,1,3,0,0
25,7,0,3,1,3,0,0
26,7,0,3,1,3,0,0
27,8,0,3,1,3,0,0
28,8,0,3,1,3,0,0
29,9,0,3,1,3,0,0
30,9,0,3,1,3,0,0
31,9,0,3,1,3,0,0
32,9,0,3,1,3,0,0
33,9,0,3,1,3,0,0
34,9,0,3,1,3,0,0
35,9,0,3,1,3,0,0
36,10,0,3,1,3,0,0
37,10,0,3,1,3,0,0
38,10,0,3,1,3,0,0
39,10,0,3,1,3,0,0
40,11,0,3,1,3,0,0
41,12,1,3,1,3,0,0
42,12,1,3,1,3,0,0
43,12,1,3,1,3,0,0
44,12,1,3,1,3,0,0
45,12,1,3,1,3,0,0
46,12,1,3,1,3,0,0
47,13,1,3,1,3,0,0
48,13,1,3,1,3,0,0
49,13,1,3,1,3,0,0
50,13,1,3,1,3,0,0
51,13,1,3,1,3,0,0
52,13,1,3,1,3,0,0
53,14,1,3,1,3,0,0
54,14,1,3,1,3,0,0
55,14,1,3,1,3,0,0
56,14,1,3,1,3,0,0
57,15,1,3,1,3,0,0
58,16,1,3,1,3,0,0
59,16,1,3,1,3,0,0
60,16,1,3,1,3,0,0
61,16,1,3,1,3,0,0
62,16,1,3,1,3,0,0
63,18,1,3,1,3,0,0
64,18,1,3,1,3,0,0
65,18,1,3,1,3,0,0
66,18,1,3,1,3,0,0
67,18,1,3,1,3,0,0
68,18,1,3,1,3,0,0
69,18,1,3,1,3,0,0
70,18,1,3,1,3,0,0
71,18,1,3,1,3,0,0
72,18,1,3,1,3,0,0
73,18,1,3,1,3,0,0
74,18,1,3,1,3,0,0
75,19,1,3,1,3,0,0
76,20,1,3,1,3,0,0
77,20,1,3,1,3,0,0
78,20,1,3,1,3,0,0
79,20,1,3,1,3,0,0
80,21,1,3,1,3,0,0
81,21,1,3,1,3,0,0
82,21,1,3,1,3,0,0
83,22,1,3,1,3,0,0
84,22,1,3,1,3,0,0
85,22,1,3,1,3,0,0
86,22,1,3,1,3,0,0
87,22,1,3,1,3,0,0
88,22,1,3,1,3,0,0
89,23,1,3,1,3,0,0
90,23,1,3,1,3,0,0
91,23,1,3,1,3,0,0
92,23,1,3,1,3,0,0
93,24,1,3,1,3,0,0
94,25,1,3,1,3,0,0
95,26,1,3,1,3,0,0
96,26,1,3,1,3,0,0
97,26,1,3,1,3,0,0
98,26,1,3,1,3,0,0
99,26,1,3,1,3,0,0
100,27,1,3,1,3,0,0
101,28,2,3,1,3,0,0
102,29,2,3,1,3,0,0
103,30,2,3,1,3,0,0
104,30,2,3,1,3,0,0
105,30,2,3,1,3,0,0
106,30,2,3,1,3,0,0
107,30,2,3,1,3,0,0
108,30,2,3,1,3,0,0
109,30,2,3,1,3,0,0
110,30,2,3,1,3,0,0
111,31,3,3,1,3,0,0
112,32,3,3,1,3,0,0
113,33,3,3,1,3,0,0
114,33,3,3,1,3,0,0
115,33,3,3,1,3,0,0
116,33,3,3,1,3,0,0
117,33,3,3,1,3,0,0
118,34,3,3,1,3,0,0
119,34,3,3,1,3,0,0
120,34,3,3,1,3,0,0
121,35,4,3,1,3,0,0
122,35,4,3,1,3,0,0
123,35,4,3,1,3,0,0
124,35,4,3,1,3,0,0
125,35,4,3,1,3,0,0
126,35,4,3,1,3,0,0
127,35,4,3,1,3,0,0
128,35,4,3,1,3,0,0
129,35,4,3,1,3,0,0
130,35,4,3,1,3,0,0
131,35,4,3,1,3,0,0
132,35,4,3,1,3,0,0
133,35,4,3,1,3,0,0
134,35,4,3,1,3,0,0
135,35,4,3,1,3,0,0
136,35,4,3,1,3,0,0
137,35,4,3,1,3,0,0
138,35,4,3,1,3,0,0
139,35,4,3,1,3,0,0
140,35,4,3,1,3,0,0
141,36,5,3,1,3,0,0
142,36,5,3,1,3,0,0
143,36,5,3,1,3,0,0
144,36,5,3,1,3,0,0
145,36,5,3,1,3,0,0
146,36,5,3,1,3,0,0
147,36,5,3,1,3,0,0
148,36,5,3,1,3,0,0
149,37,5,3,1,3,0,0
150,37,5,3,1,3,0,1723
151,37,5,3,1,3,0,1723
152,37,5,3,1,3,0,1723
153,37,5,3,1,3,0,1723
154,37,5,3,1,3,0,1723
