update,prey_seen,prey_consumed,predator_vision,predator_vision_height,predator_vision_width,attack_efficiency
306,3030,48,144,8,25,1
307,3039,48,144,8,25,1
308,3055,48,144,8,25,1
309,3068,49,144,8,25,1
310,3072,49,144,8,25,1
311,3081,49,144,8,25,1
312,3086,50,144,8,25,1
313,3094,50,144,8,25,1
314,3114,50,144,8,25,1
315,3118,50,144,8,25,1
316,3121,50,144,8,25,1
317,3124,50,144,8,25,1
318,3127,50,144,8,25,1
319,3132,50,144,8,25,1
320,3141,50,144,8,25,1
321,3154,50,144,8,25,1
322,3160,50,144,8,25,1
323,3167,50,144,8,25,1
324,3171,50,144,8,25,1
325,3178,50,144,8,25,1
326,3182,50,144,8,25,1
327,3184,50,144,8,25,1
328,3187,50,144,8,25,1
329,3191,50,144,8,25,1
330,3200,50,144,8,25,1
331,3211,50,144,8,25,1
332,3214,50,144,8,25,1
333,3226,51,144,8,25,1
334,3228,51,144,8,25,1
335,3233,51,144,8,25,1
336,3234,51,144,8,25,1
337,3236,51,144,8,25,1
338,3238,51,144,8,25,1
339,3243,51,144,8,25,1
340,3245,51,144,8,25,1
341,3247,51,144,8,25,1
342,3253,51,144,8,25,1
343,3257,51,144,8,25,1
344,3268,51,144,8,25,1
345,3275,52,144,8,25,1
346,3286,52,144,8,25,1
347,3291,52,144,8,25,1
348,3298,52,144,8,25,1
349,3300,52,144,8,25,1
350,3306,52,144,8,25,1
351,3307,52,144,8,25,1
352,3309,52,144,8,25,1
353,3313,52,144,8,25,1
354,3316,52,144,8,25,1
355,3320,52,144,8,25,1
356,3321,52,144,8,25,1
357,3324,53,144,8,25,1
358,3326,53,144,8,25,1
359,3327,53,144,8,25,1
360,3329,53,144,8,25,1
361,3335,53,144,8,25,1
362,3339,53,144,8,25,1
363,3343,53,144,8,25,1
364,3352,53,144,8,25,1
365,3355,53,144,8,25,1
366,3359,53,144,8,25,1
367,3362,53,144,8,25,1
368,3368,53,144,8,25,1
369,3370,53,144,8,25,1
370,3372,53,144,8,25,1
371,3375,53,144,8,25,1
372,3377,53,144,8,25,1
373,3378,53,144,8,25,1
374,3381,53,144,8,25,1
375,3384,53,144,8,25,1
376,3385,53,144,8,25,1
377,3388,53,144,8,25,1
378,3394,53,144,8,25,1
379,3401,53,144,8,25,1
380,3404,53,144,8,25,1
381,3412,53,144,8,25,1
382,3413,53,144,8,25,1
383,3415,53,144,8,25,1
384,3420,53,144,8,25,1
385,3422,53,144,8,25,1
386,3427,53,144,8,25,1
387,3430,53,144,8,25,1
388,3436,53,144,8,25,1
389,3442,54,144,8,25,1
390,3445,54,144,8,25,1
391,3448,54,144,8,25,1
392,3450,54,144,8,25,1
393,3454,54,144,8,25,1
394,3455,54,144,8,25,1
395,3458,54,144,8,25,1
396,3469,55,144,8,25,1
397,3472,55,144,8,25,1
398,3475,55,144,8,25,1
399,3489,55,144,8,25,1
400,3501,55,144,8,25,1
401,3513,56,144,8,25,1
402,3521,56,144,8,25,1
403,3530,57,144,8,25,1
404,3535,57,144,8,25,1
405,3539,57,144,8,25,1
406,3541,57,144,8,25,1
407,3544,57,144,8,25,1
408,3549,57,144,8,25,1
409,3553,57,144,8,25,1
410,3558,57,144,8,25,1
411,3565,57,144,8,25,1
412,3565,57,144,8,25,1
413,3567,57,144,8,25,1
414,3569,57,144,8,25,1
415,3572,57,144,8,25,1
416,3576,57,144,8,25,1
417,3584,58,144,8,25,1
418,3590,58,144,8,25,1
419,3596,59,144,8,25,1
420,3600,59,144,8,25,1
421,3601,59,144,8,25,1
422,3603,59,144,8,25,1
423,3604,59,144,8,25,1
424,3605,59,144,8,25,1
425,3606,59,144,8,25,1
426,3608,59,144,8,25,1
427,3610,59,144,8,25,1
428,3616,59,144,8,25,1
429,3618,60,144,8,25,1
430,3619,60,144,8,25,1
431,3620,60,144,8,25,1
432,3623,60,144,8,25,1
433,3625,60,144,8,25,1
434,3631,60,144,8,25,1
435,3641,60,144,8,25,1
436,3643,60,144,8,25,1
437,3652,60,144,8,25,1
438,3658,61,144,8,25,1
439,3665,61,144,8,25,1
440,3669,61,144,8,25,1
441,3676,61,144,8,25,1
442,3680,61,144,8,25,1
443,3683,61,144,8,25,1
444,3686,61,144,8,25,1
445,3689,61,144,8,25,1
446,3693,61,144,8,25,1
447,3699,62,144,8,25,1
448,3701,62,144,8,25,1
449,3703,62,144,8,25,1
450,3709,62,144,8,25,1
451,3715,62,144,8,25,1
452,3721,63,144,8,25,1
453,3723,63,144,8,25,1
454,3726,63,144,8,25,1
455,3729,63,144,8,25,1
456,3729,63,144,8,25,1
457,3729,63,144,8,25,1
458,3730,63,144,8,25,1
459,3732,63,144,8,25,1
460,3737,63,144,8,25,1
461,3740,63,144,8,25,1
462,3749,63,144,8,25,1
463,3752,63,144,8,25,1
464,3755,63,144,8,25,1
465,3757,63,144,8,25,1
466,3758,63,144,8,25,1
467,3759,63,144,8,25,1
468,3762,63,144,8,25,1
469,3764,63,144,8,25,1
470,3764,63,144,8,25,1
471,3764,63,144,8,25,1
472,3765,63,144,8,25,1
473,3767,63,144,8,25,1
474,3770,63,144,8,25,1
475,3772,63,144,8,25,1
476,3774,63,144,8,25,1
477,3779,63,144,8,25,1
478,3792,64,144,8,25,1
479,3798,65,144,8,25,1
480,3803,65,144,8,25,1
481,3810,65,144,8,25,1
482,3814,66,144,8,25,1
483,3818,66,144,8,25,1
484,3821,66,144,8,25,1
485,3826,67,144,8,25,1
486,3830,67,144,8,25,1
487,3833,68,144,8,25,1
488,3839,68,144,8,25,1
489,3842,68,144,8,25,1
490,3855,69,144,8,25,1
491,3864,69,144,8,25,1
492,3869,69,144,8,25,1
493,3877,70,144,8,25,1
494,3881,70,144,8,25,1
495,3885,70,144,8,25,1
496,3890,70,144,8,25,1
497,3903,71,144,8,25,1
498,3906,71,144,8,25,1
499,3914,71,144,8,25,1
500,3922,71,144,8,25,1
501,3924,71,144,8,25,1
502,3928,71,144,8,25,1
503,3930,71,144,8,25,1
504,3932,71,144,8,25,1
505,3937,71,144,8,25,1
506,3942,72,144,8,25,1
507,3946,73,144,8,25,1
508,3948,73,144,8,25,1
509,3949,73,144,8,25,1
510,3950,73,144,8,25,1
511,3957,73,144,8,25,1
512,3961,74,144,8,25,1
513,3965,74,144,8,25,1
514,3966,74,144,8,25,1
515,3968,74,144,8,25,1
516,3971,74,144,8,25,1
517,3974,74,144,8,25,1
518,3976,74,144,8,25,1
519,3977,74,144,8,25,1
520,3980,74,144,8,25,1
521,3984,74,144,8,25,1
522,3986,74,144,8,25,1
523,3987,74,144,8,25,1
524,3989,74,144,8,25,1
525,3991,74,144,8,25,1
526,3995,74,144,8,25,1
527,3998,74,144,8,25,1
528,4001,74,144,8,25,1
529,4004,74,144,8,25,1
530,4010,74,144,8,25,1
531,4012,74,144,8,25,1
532,4018,74,144,8,25,1
533,4019,74,144,8,25,1
534,4019,74,144,8,25,1
535,4021,74,144,8,25,1
536,4023,74,144,8,25,1
537,4026,74,144,8,25,1
538,4028,74,144,8,25,1
539,4028,74,144,8,25,1
540,4028,74,144,8,25,1
541,4029,74,144,8,25,1
542,4029,74,144,8,25,1
543,4030,74,144,8,25,1
544,4033,74,144,8,25,1
545,4035,74,144,8,25,1
546,4036,74,144,8,25,1
547,4040,74,144,8,25,1
548,4042,74,144,8,25,1
549,4044,74,144,8,25,1
550,4048,75,144,8,25,1
551,4051,75,144,8,25,1
552,4051,75,144,8,25,1
553,4052,75,144,8,25,1
554,4054,75,144,8,25,1
555,4057,76,144,8,25,1
556,4061,76,144,8,25,1
557,4062,76,144,8,25,1
558,4064,76,144,8,25,1
559,4068,76,144,8,25,1
560,4070,76,144,8,25,1
561,4075,76,144,8,25,1
562,4078,76,144,8,25,1
563,4086,76,144,8,25,1
564,4086,76,144,8,25,1
565,4089,77,144,8,25,1
566,4093,77,144,8,25,1
567,4096,77,144,8,25,1
568,4098,77,144,8,25,1
569,4102,77,144,8,25,1
570,4104,77,144,8,25,1
571,4110,77,144,8,25,1
572,4112,77,144,8,25,1
573,4113,77,144,8,25,1
574,4113,77,144,8,25,1
575,4113,77,144,8,25,1
576,4113,77,144,8,25,1
577,4114,77,144,8,25,1
578,4117,77,144,8,25,1
579,4118,77,144,8,25,1
580,4119,77,144,8,25,1
581,4120,77,144,8,25,1
582,4120,77,144,8,25,1
583,4120,77,144,8,25,1
584,4122,77,144,8,25,1
585,4124,77,144,8,25,1
586,4126,77,144,8,25,1
587,4128,77,144,8,25,1
588,4131,77,144,8,25,1
589,4134,77,144,8,25,1
590,4136,77,144,8,25,1
591,4137,77,144,8,25,1
592,4139,77,144,8,25,1
593,4141,77,144,8,25,1
594,4142,77,144,8,25,1
595,4145,78,144,8,25,1
596,4147,78,144,8,25,1
597,4148,78,144,8,25,1
598,4149,78,144,8,25,1
599,4150,78,144,8,25,1
600,4150,78,144,8,25,1
601,4152,78,144,8,25,1
602,4155,78,144,8,25,1
603,4157,78,144,8,25,1
604,4163,78,144,8,25,1
605,4167,78,144,8,25,1
606,4180,78,144,8,25,1
607,4181,78,144,8,25,1
608,4186,78,144,8,25,1
609,4188,78,144,8,25,1
610,4192,78,144,8,25,1
611,4194,78,144,8,25,1
612,4197,78,144,8,25,1
613,4198,78,144,8,25,1
614,4199,78,144,8,25,1
615,4201,78,144,8,25,1
616,4203,78,144,8,25,1
617,4204,78,144,8,25,1
618,4207,78,144,8,25,1
619,4211,78,144,8,25,1
620,4213,78,144,8,25,1
621,4214,78,144,8,25,1
622,4218,78,144,8,25,1
623,4222,78,144,8,25,1
624,4232,79,144,8,25,1
625,4238,79,144,8,25,1
626,4240,79,144,8,25,1
627,4245,79,144,8,25,1
628,4247,79,144,8,25,1
629,4249,80,144,8,25,1
630,4249,80,144,8,25,1
631,4250,80,144,8,25,1
632,4252,80,144,8,25,1
633,4254,80,144,8,25,1
634,4256,80,144,8,25,1
635,4262,80,144,8,25,1
636,4265,80,144,8,25,1
637,4267,80,144,8,25,1
638,4269,80,144,8,25,1
639,4270,80,144,8,25,1
640,4272,80,144,8,25,1
641,4276,80,144,8,25,1
642,4280,80,144,8,25,1
643,4284,80,144,8,25,1
644,4286,80,144,8,25,1
645,4288,80,144,8,25,1
646,4289,80,144,8,25,1
647,4296,80,144,8,25,1
648,4299,80,144,8,25,1
649,4302,80,144,8,25,1
650,4310,80,144,8,25,1
651,4312,80,144,8,25,1
652,4316,80,144,8,25,1
653,4318,80,144,8,25,1
654,4322,80,144,8,25,1
655,4324,80,144,8,25,1
656,4326,80,144,8,25,1
657,4327,80,144,8,25,1
658,4327,80,144,8,25,1
659,4327,80,144,8,25,1
660,4327,80,144,8,25,1
661,4327,80,144,8,25,1
662,4329,80,144,8,25,1
663,4330,80,144,8,25,1
664,4332,80,144,8,25,1
665,4336,80,144,8,25,1
666,4340,80,144,8,25,1
667,4343,80,144,8,25,1
668,4346,80,144,8,25,1
669,4349,80,144,8,25,1
670,4360,80,144,8,25,1
671,4364,80,144,8,25,1
672,4368,80,144,8,25,1
673,4372,80,144,8,25,1
674,4375,80,144,8,25,1
675,4378,80,144,8,25,1
676,4384,80,144,8,25,1
677,4388,80,144,8,25,1
678,4390,80,144,8,25,1
679,4393,80,144,8,25,1
680,4394,80,144,8,25,1
681,4397,80,144,8,25,1
682,4398,80,144,8,25,1
683,4400,80,144,8,25,1
684,4400,80,144,8,25,1
685,4400,80,144,8,25,1
686,4400,80,144,8,25,1
687,4401,80,144,8,25,1
688,4404,81,144,8,25,1
689,4406,81,144,8,25,1
690,4408,81,144,8,25,1
691,4412,81,144,8,25,1
692,4414,81,144,8,25,1
693,4416,81,144,8,25,1
694,4418,81,144,8,25,1
695,4422,81,144,8,25,1
696,4426,81,144,8,25,1
697,4432,82,144,8,25,1
698,4433,82,144,8,25,1
699,4434,82,144,8,25,1
700,4435,82,144,8,25,1
701,4438,82,144,8,25,1
702,4439,82,144,8,25,1
703,4441,82,144,8,25,1
704,4443,82,144,8,25,1
705,4446,82,144,8,25,1
706,4447,82,144,8,25,1
707,4448,82,144,8,25,1
708,4449,82,144,8,25,1
709,4450,82,144,8,25,1
710,4452,82,144,8,25,1
711,4455,82,144,8,25,1
712,4456,82,144,8,25,1
713,4458,82,144,8,25,1
714,4461,82,144,8,25,1
715,4463,82,144,8,25,1
716,4464,82,144,8,25,1
717,4467,82,144,8,25,1
718,4468,82,144,8,25,1
719,4469,82,144,8,25,1
720,4470,82,144,8,25,1
721,4472,82,144,8,25,1
722,4474,82,144,8,25,1
723,4478,82,144,8,25,1
724,4481,83,144,8,25,1
725,4481,83,144,8,25,1
726,4482,83,144,8,25,1
727,4485,83,144,8,25,1
728,4488,83,144,8,25,1
729,4490,83,144,8,25,1
730,4493,83,144,8,25,1
731,4495,83,144,8,25,1
732,4497,83,144,8,25,1
733,4498,83,144,8,25,1
734,4499,83,144,8,25,1
735,4499,83,144,8,25,1
736,4500,83,144,8,25,1
737,4502,83,144,8,25,1
738,4503,83,144,8,25,1
739,4504,83,144,8,25,1
740,4505,83,144,8,25,1
741,4507,83,144,8,25,1
742,4509,83,144,8,25,1
743,4512,83,144,8,25,1
744,4512,83,144,8,25,1
745,4512,83,144,8,25,1
746,4512,83,144,8,25,1
747,4512,83,144,8,25,1
748,4512,83,144,8,25,1
749,4512,83,144,8,25,1
750,4512,83,144,8,25,1
751,4512,83,144,8,25,1
752,4513,83,144,8,25,1
753,4514,83,144,8,25,1
754,4516,83,144,8,25,1
755,4523,83,144,8,25,1
756,4529,84,144,8,25,1
757,4533,84,144,8,25,1
758,4534,84,144,8,25,1
759,4536,84,144,8,25,1
760,4538,84,144,8,25,1
761,4540,84,144,8,25,1
762,4542,84,144,8,25,1
763,4544,84,144,8,25,1
764,4546,84,144,8,25,1
765,4548,84,144,8,25,1
766,4553,84,144,8,25,1
767,4555,84,144,8,25,1
768,4561,84,144,8,25,1
769,4564,84,144,8,25,1
770,4564,84,144,8,25,1
771,4564,84,144,8,25,1
772,4564,84,144,8,25,1
773,4565,84,144,8,25,1
774,4569,84,144,8,25,1
775,4571,84,144,8,25,1
776,4573,84,144,8,25,1
777,4575,84,144,8,25,1
778,4576,84,144,8,25,1
779,4579,85,144,8,25,1
780,4580,85,144,8,25,1
781,4581,85,144,8,25,1
782,4582,85,144,8,25,1
783,4584,85,144,8,25,1
784,4585,85,144,8,25,1
785,4586,85,144,8,25,1
786,4587,85,144,8,25,1
787,4589,85,144,8,25,1
788,4591,85,144,8,25,1
789,4593,85,144,8,25,1
790,4594,85,144,8,25,1
791,4595,85,144,8,25,1
792,4597,85,144,8,25,1
793,4599,86,144,8,25,1
794,4599,86,144,8,25,1
795,4599,86,144,8,25,1
796,4599,86,144,8,25,1
797,4599,86,144,8,25,1
798,4599,86,144,8,25,1
799,4599,86,144,8,25,1
800,4600,86,144,8,25,1
801,4602,86,144,8,25,1
802,4603,86,144,8,25,1
803,4604,86,144,8,25,1
804,4607,86,144,8,25,1
805,4609,86,144,8,25,1
806,4613,86,144,8,25,1
807,4617,86,144,8,25,1
808,4619,86,144,8,25,1
809,4622,86,144,8,25,1
810,4623,86,144,8,25,1
811,4625,86,144,8,25,1
812,4627,86,144,8,25,1
813,4628,86,144,8,25,1
814,4630,86,144,8,25,1
815,4633,86,144,8,25,1
816,4636,86,144,8,25,1
817,4638,86,144,8,25,1
818,4644,86,144,8,25,1
819,4646,86,144,8,25,1
820,4646,86,144,8,25,1
821,4646,86,144,8,25,1
822,4646,86,144,8,25,1
823,4646,86,144,8,25,1
824,4648,87,144,8,25,1
825,4649,87,144,8,25,1
826,4650,87,144,8,25,1
827,4656,87,144,8,25,1
828,4659,87,144,8,25,1
829,4665,87,144,8,25,1
830,4667,87,144,8,25,1
831,4669,87,144,8,25,1
832,4671,87,144,8,25,1
833,4675,87,144,8,25,1
834,4681,87,144,8,25,1
835,4684,87,144,8,25,1
836,4685,87,144,8,25,1
837,4690,87,144,8,25,1
838,4692,87,144,8,25,1
839,4693,87,144,8,25,1
840,4694,87,144,8,25,1
841,4694,87,144,8,25,1
842,4694,87,144,8,25,1
843,4694,87,144,8,25,1
844,4694,87,144,8,25,1
845,4694,87,144,8,25,1
846,4694,87,144,8,25,1
847,4694,87,144,8,25,1
848,4694,87,144,8,25,1
849,4694,87,144,8,25,1
850,4694,87,144,8,25,1
851,4694,87,144,8,25,1
852,4694,87,144,8,25,1
853,4694,87,144,8,25,1
854,4694,87,144,8,25,1
855,4694,87,144,8,25,1
856,4694,87,144,8,25,1
857,4695,87,144,8,25,1
858,4697,87,144,8,25,1
859,4697,87,144,8,25,1
860,4698,87,144,8,25,1
861,4700,87,144,8,25,1
862,4701,87,144,8,25,1
863,4701,87,144,8,25,1
864,4701,87,144,8,25,1
865,4701,87,144,8,25,1
866,4703,87,144,8,25,1
867,4704,87,144,8,25,1
868,4704,87,144,8,25,1
869,4705,87,144,8,25,1
870,4708,87,144,8,25,1
871,4708,87,144,8,25,1
872,4709,87,144,8,25,1
873,4710,87,144,8,25,1
874,4713,87,144,8,25,1
875,4715,87,144,8,25,1
876,4717,87,144,8,25,1
877,4718,87,144,8,25,1
878,4722,87,144,8,25,1
879,4725,87,144,8,25,1
880,4726,87,144,8,25,1
881,4729,87,144,8,25,1
882,4731,87,144,8,25,1
883,4732,87,144,8,25,1
884,4734,87,144,8,25,1
885,4736,87,144,8,25,1
886,4737,87,144,8,25,1
887,4738,87,144,8,25,1
888,4739,87,144,8,25,1
889,4740,87,144,8,25,1
890,4742,87,144,8,25,1
891,4743,88,144,8,25,1
892,4744,88,144,8,25,1
893,4745,88,144,8,25,1
894,4746,88,144,8,25,1
895,4748,88,144,8,25,1
896,4750,88,144,8,25,1
897,4751,88,144,8,25,1
898,4754,88,144,8,25,1
899,4755,88,144,8,25,1
900,4759,88,144,8,25,1
901,4761,88,144,8,25,1
902,4761,88,144,8,25,1
903,4761,88,144,8,25,1
904,4761,88,144,8,25,1
905,4761,88,144,8,25,1
906,4761,88,144,8,25,1
907,4761,88,144,8,25,1
908,4761,88,144,8,25,1
909,4762,88,144,8,25,1
910,4763,88,144,8,25,1
911,4764,88,144,8,25,1
912,4764,88,144,8,25,1
913,4765,88,144,8,25,1
914,4765,88,144,8,25,1
915,4765,88,144,8,25,1
916,4765,88,144,8,25,1
917,4765,88,144,8,25,1
918,4765,88,144,8,25,1
919,4765,88,144,8,25,1
920,4765,88,144,8,25,1
921,4766,88,144,8,25,1
922,4767,88,144,8,25,1
923,4767,88,144,8,25,1
924,4767,88,144,8,25,1
925,4767,88,144,8,25,1
926,4768,88,144,8,25,1
927,4768,88,144,8,25,1
928,4770,88,144,8,25,1
929,4771,88,144,8,25,1
930,4773,88,144,8,25,1
931,4774,88,144,8,25,1
