update,prey_seen,prey_consumed,predator_vision,predator_vision_height,predator_vision_width,attack_efficiency,predator_fitness
0,0,0,0,0,0,0,0
1,34,0,133,7,25,0,0
2,46,0,133,7,25,0,0
3,81,0,133,7,25,0,0
4,105,0,133,7,25,0,0
5,115,0,133,7,25,0,0
6,148,0,133,7,25,0,0
7,167,0,133,7,25,0,0
8,174,0,133,7,25,0,0
9,182,0,133,7,25,0,0
10,188,0,133,7,25,0,0
11,196,0,133,7,25,0,0
12,203,0,133,7,25,0,0
13,210,0,133,7,25,0,0
14,234,0,133,7,25,0,0
15,242,0,133,7,25,0,0
16,251,0,133,7,25,0,0
17,257,0,133,7,25,0,0
18,264,0,133,7,25,0,0
19,271,0,133,7,25,0,0
20,289,0,133,7,25,0,0
21,315,0,133,7,25,0,0
22,324,0,133,7,25,0,0
23,348,0,133,7,25,0,0
24,356,0,133,7,25,0,0
25,364,0,133,7,25,0,0
26,373,0,133,7,25,0,0
27,391,0,133,7,25,0,0
28,400,0,133,7,25,0,0
29,425,0,133,7,25,0,0
30,432,0,133,7,25,0,0
31,440,0,133,7,25,0,0
32,466,0,133,7,25,0,0
33,474,0,133,7,25,0,0
34,491,0,133,7,25,0,0
35,507,0,133,7,25,0,0
36,516,0,133,7,25,0,0
37,524,0,133,7,25,0,0
38,539,0,133,7,25,0,0
39,555,0,133,7,25,0,0
40,562,0,133,7,25,0,0
41,568,0,133,7,25,0,0
42,585,0,133,7,25,0,0
43,589,0,133,7,25,0,0
44,593,0,133,7,25,0,0
45,599,0,133,7,25,0,0
46,609,0,133,7,25,0,0
47,615,0,133,7,25,0,0
48,621,0,133,7,25,0,0
49,635,0,133,7,25,0,0
50,643,0,133,7,25,0,0
51,649,0,133,7,25,0,0
52,655,0,133,7,25,0,0
53,660,0,133,7,25,0,0
54,666,0,133,7,25,0,0
55,683,0,133,7,25,0,0
56,690,0,133,7,25,0,0
57,697,0,133,7,25,0,0
58,704,0,133,7,25,0,0
59,709,0,133,7,25,0,0
60,727,0,133,7,25,0,0
61,734,0,133,7,25,0,0
62,758,0,133,7,25,0,0
63,764,0,133,7,25,0,0
64,772,0,133,7,25,0,0
65,780,0,133,7,25,0,0
66,787,0,133,7,25,0,0
67,816,0,133,7,25,0,0
68,824,0,133,7,25,0,0
69,832,0,133,7,25,0,0
70,845,0,133,7,25,0,0
71,868,0,133,7,25,0,0
72,883,0,133,7,25,0,0
73,903,0,133,7,25,0,0
74,912,0,133,7,25,0,0
75,921,0,133,7,25,0,0
76,931,0,133,7,25,0,0
77,941,0,133,7,25,0,0
78,950,0,133,7,25,0,0
79,961,0,133,7,25,0,0
80,974,0,133,7,25,0,0
81,979,0,133,7,25,0,0
82,984,0,133,7,25,0,0
83,992,0,133,7,25,0,0
84,1002,0,133,7,25,0,0
85,1010,0,133,7,25,0,0
86,1044,0,133,7,25,0,0
87,1080,0,133,7,25,0,0
88,1103,0,133,7,25,0,0
89,1111,0,133,7,25,0,0
90,1138,0,133,7,25,0,0
91,1154,0,133,7,25,0,0
92,1176,0,133,7,25,0,0
93,1200,0,133,7,25,0,0
94,1218,0,133,7,25,0,0
95,1231,0,133,7,25,0,0
96,1237,0,133,7,25,0,0
97,1244,0,133,7,25,0,0
98,1259,0,133,7,25,0,0
99,1275,0,133,7,25,0,0
100,1282,0,133,7,25,0,0
101,1292,0,133,7,25,0,0
102,1320,0,133,7,25,0,0
103,1331,0,133,7,25,0,0
104,1349,0,133,7,25,0,0
105,1359,0,133,7,25,0,0
106,1371,0,133,7,25,0,0
107,1383,0,133,7,25,0,0
108,1395,0,133,7,25,0,0
109,1404,0,133,7,25,0,0
110,1414,0,133,7,25,0,0
111,1436,0,133,7,25,0,0
112,1447,0,133,7,25,0,0
113,1472,0,133,7,25,0,0
114,1485,0,133,7,25,0,0
115,1521,0,133,7,25,0,0
116,1567,0,133,7,25,0,0
117,1578,0,133,7,25,0,0
118,1595,0,133,7,25,0,0
119,1609,0,133,7,25,0,0
120,1616,0,133,7,25,0,0
121,1622,0,133,7,25,0,0
122,1631,0,133,7,25,0,0
123,1662,0,133,7,25,0,0
124,1669,0,133,7,25,0,0
125,1682,0,133,7,25,0,0
126,1703,0,133,7,25,0,0
127,1709,0,133,7,25,0,0
128,1715,0,133,7,25,0,0
129,1723,0,133,7,25,0,0
130,1732,0,133,7,25,0,0
131,1751,0,133,7,25,0,0
132,1761,0,133,7,25,0,0
133,1767,0,133,7,25,0,0
134,1796,0,133,7,25,0,0
135,1803,0,133,7,25,0,0
136,1835,0,133,7,25,0,0
137,1843,0,133,7,25,0,0
138,1848,0,133,7,25,0,0
139,1853,0,133,7,25,0,0
140,1860,0,133,7,25,0,0
141,1868,0,133,7,25,0,0
142,1883,0,133,7,25,0,0
143,1893,0,133,7,25,0,0
144,1908,0,133,7,25,0,0
145,1920,0,133,7,25,0,0
146,1936,0,133,7,25,0,0
147,1940,0,133,7,25,0,0
148,1950,0,133,7,25,0,0
149,1955,0,133,7,25,0,0
150,1965,0,133,7,25,0,150
151,1972,1,133,7,25,0,150
152,1976,1,133,7,25,0,150
153,1988,1,133,7,25,0,150
154,2001,1,133,7,25,0,150
